tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;puntos;term;rec;ron;multi
10090;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4840;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10091;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4841;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10092;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4842;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10093;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4844;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10094;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4845;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10095;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4847;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10096;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4848;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10097;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4849;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10098;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4850;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10099;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4851;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10100;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4852;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10101;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4853;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10102;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4854;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10103;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4855;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10104;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4857;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10105;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4858;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10106;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4859;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10107;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4860;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10108;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4861;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10109;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4862;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10110;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4863;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10111;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4864;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10112;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4865;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10113;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4866;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10114;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4867;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10115;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4868;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10116;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4869;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10117;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4870;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10118;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4871;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10119;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4872;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10120;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4873;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10121;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4874;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10122;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4875;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10123;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4876;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10124;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4877;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10125;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4878;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10126;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4879;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10127;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4880;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10128;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4881;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10129;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4882;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10130;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4883;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10131;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4884;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10132;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4885;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10133;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4886;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10134;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4887;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10135;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4888;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10136;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4889;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10137;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4890;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10138;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4891;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10139;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4892;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10140;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4893;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10141;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4894;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10142;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4895;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10143;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4896;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10144;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4897;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10145;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4898;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10146;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4899;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10147;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4900;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10148;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4902;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10149;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4903;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10150;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4904;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10151;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4905;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10152;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4906;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10153;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4907;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10154;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4908;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10155;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4909;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10156;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4910;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10157;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4911;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10158;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4912;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10159;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4913;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10160;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4914;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10161;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4915;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10162;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4916;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10163;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4917;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10164;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4918;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10165;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4919;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10166;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4920;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10167;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4921;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10168;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4922;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10169;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4923;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10170;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4924;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10171;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4925;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10172;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4926;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10173;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4927;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10174;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4928;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10175;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4929;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10176;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4930;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10177;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4931;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10178;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4932;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10179;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4933;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10180;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4935;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10181;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4936;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10182;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4937;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10183;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4938;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10184;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4939;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10185;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4940;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10186;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5710;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10187;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4941;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10188;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4942;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10189;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4943;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10190;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4944;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10191;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4945;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10192;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4946;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10193;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4947;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10194;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4948;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10195;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4949;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10196;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5711;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10197;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4950;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10198;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4951;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10199;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4952;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10200;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4953;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10201;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4954;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10202;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4955;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10203;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4956;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10204;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;4957;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10205;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4959;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10206;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4960;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10207;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4961;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10208;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4962;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10209;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4963;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10210;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4964;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10211;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4965;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10212;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4966;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10213;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4967;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10214;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4968;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10215;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5712;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10216;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4970;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10217;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4971;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10218;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4972;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10219;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4973;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10220;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4974;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10221;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4975;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10222;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4976;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10223;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4977;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10224;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4978;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10225;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4979;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10226;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4980;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10227;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4981;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10228;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4982;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10229;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4983;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10230;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4984;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10231;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4985;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10232;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4986;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10233;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4987;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10234;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4988;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10235;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5714;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10236;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4989;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10237;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5715;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10238;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4990;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10239;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5717;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10240;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4991;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10241;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4992;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10242;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5718;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10243;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;4993;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10244;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5719;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10245;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4994;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10246;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4995;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10247;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5720;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10248;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4996;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10249;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4997;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10250;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;4998;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10251;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;4999;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10252;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5000;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10253;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5001;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10254;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5721;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10255;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5002;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10256;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5004;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10257;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5005;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10258;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5722;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10259;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5006;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10260;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;5723;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10261;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5007;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10262;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5008;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10263;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5724;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10264;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5009;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10265;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5010;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10266;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5726;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10267;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5011;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10268;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5727;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10269;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5012;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10270;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5728;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10271;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5014;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10272;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5015;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10273;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5016;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10274;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5017;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10275;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5730;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10276;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5018;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10277;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5019;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10278;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5020;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
