tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior ;;;
19635;05/02/2021;28/02/2021;70202;0;0;3992;74194;;;due;11046;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49194;;;
19636;05/02/2021;28/02/2021;32298;0;0;3992;36290;;;due;11047;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11290;;;
19637;05/02/2021;28/02/2021;66976;0;0;3992;70968;;;due;11048;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45968;;;
19638;05/02/2021;28/02/2021;86492;0;0;3992;90484;;;due;11049;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;35484;;;
19639;05/02/2021;28/02/2021;38750;0;0;3992;42742;;;due;11050;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;17742;;;
19640;05/02/2021;28/02/2021;42137;0;0;3992;46129;;;due;11051;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;21129;;;
19641;05/02/2021;28/02/2021;173317;0;0;3992;177309;;;due;11052;8;;2;yes;0;%;Villanueva;no;10megasVS;no;0;no;Cortado;0;82309;;;
19642;05/02/2021;28/02/2021;49234;0;0;3992;53226;;;due;11053;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;28226;;;
19643;05/02/2021;28/02/2021;84718;0;0;3992;88710;;;due;11054;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;63710;;;
19644;05/02/2021;28/02/2021;56405;0;0;3992;60397;;;due;11055;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;35397;;;
19645;05/02/2021;28/02/2021;59718;0;0;3992;63710;;;due;11056;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38710;;;
19646;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11057;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-55000;;;
19647;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11058;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-55000;;;
19648;05/02/2021;28/02/2021;59879;0;0;3992;63871;;;due;11059;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;18871;;;
19649;05/02/2021;28/02/2021;72621;0;0;3992;76613;;;due;11060;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;51613;;;
19650;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11061;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19651;05/02/2021;28/02/2021;61035;0;0;3992;65027;;;due;11062;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;40027;;;
19652;05/02/2021;28/02/2021;59298;0;0;3992;63290;;;due;11063;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38290;;;
19653;05/02/2021;28/02/2021;58091;0;0;3992;62083;;;due;11064;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37083;;;
19654;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11065;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19655;05/02/2021;28/02/2021;45202;0;0;3992;49194;;;due;11066;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;24194;;;
19656;05/02/2021;28/02/2021;41976;0;0;3992;45968;;;due;11067;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20968;;;
19657;05/02/2021;28/02/2021;117588;0;0;3992;121580;;;due;11068;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;96580;;;
19658;05/02/2021;28/02/2021;102675;0;0;3992;106667;;;due;11069;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;81667;;;
19659;05/02/2021;28/02/2021;26116;0;0;3992;30108;;;due;11070;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;5108;;;
19660;05/02/2021;28/02/2021;887;0;0;0;887;;;due;11071;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-24113;;;
19661;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;11072;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20000;;;
19662;05/02/2021;28/02/2021;46062;0;0;3992;50054;;;due;11073;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25054;;;
19663;05/02/2021;28/02/2021;66922;0;0;3992;70914;;;due;11074;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45914;;;
19664;05/02/2021;28/02/2021;126008;0;0;3992;130000;;;due;11075;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;105000;;;
19665;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11076;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19666;05/02/2021;28/02/2021;32298;0;0;3992;36290;;;due;11077;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11290;;;
19667;05/02/2021;28/02/2021;43508;0;0;3992;47500;;;due;11078;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22500;;;
19668;05/02/2021;28/02/2021;43508;0;0;3992;47500;;;due;11079;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22500;;;
19669;05/02/2021;28/02/2021;47275;0;0;3992;51267;;;due;11080;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;26267;;;
19670;05/02/2021;28/02/2021;157175;0;0;3992;161167;;;due;11081;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;106167;;;
19671;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11082;8;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;-45000;;;
19672;05/02/2021;28/02/2021;10780;0;0;0;10780;;;due;11083;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-14220;;;
19673;05/02/2021;28/02/2021;66976;0;0;3992;70968;;;due;11084;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45968;;;
19674;05/02/2021;28/02/2021;59341;0;0;3992;63333;;;due;11085;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38333;;;
19675;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;11086;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;25000;;;
19676;05/02/2021;28/02/2021;111331;0;0;3992;115323;;;due;11087;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;60323;;;
19677;05/02/2021;28/02/2021;58911;0;0;3992;62903;;;due;11088;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37903;;;
19678;05/02/2021;28/02/2021;64556;0;0;3992;68548;;;due;11089;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;43548;;;
19679;05/02/2021;28/02/2021;77646;0;0;3992;81638;;;due;11090;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;26638;;;
19680;05/02/2021;28/02/2021;93589;0;0;3992;97581;;;due;11091;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;72581;;;
19681;05/02/2021;28/02/2021;103508;0;0;3992;107500;;;due;11092;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;82500;;;
19682;05/02/2021;28/02/2021;58911;0;0;3992;62903;;;due;11093;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37903;;;
19683;05/02/2021;28/02/2021;70175;0;0;3992;74167;;;due;11094;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49167;;;
19684;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;11095;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20000;;;
19685;05/02/2021;28/02/2021;87137;0;0;3992;91129;;;due;11096;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;66129;;;
19686;05/02/2021;28/02/2021;69851;0;0;3992;73843;;;due;11097;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;48843;;;
19687;05/02/2021;28/02/2021;164556;0;0;3992;168548;;;due;11098;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;113548;;;
19688;05/02/2021;28/02/2021;44341;0;0;3992;48333;;;due;11099;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23333;;;
19689;05/02/2021;28/02/2021;69395;0;0;3992;73387;;;due;11100;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;48387;;;
19690;05/02/2021;28/02/2021;86008;0;0;3992;90000;;;due;11101;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;45000;;;
19691;05/02/2021;28/02/2021;143266;0;0;3992;147258;;;due;11102;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;92258;;;
19692;05/02/2021;28/02/2021;78616;0;0;3992;82608;;;due;11103;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;57608;;;
19693;05/02/2021;28/02/2021;124879;0;0;3992;128871;;;due;11104;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;73871;;;
19694;05/02/2021;28/02/2021;74180;0;0;3992;78172;;;due;11105;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;53172;;;
19695;05/02/2021;28/02/2021;72137;0;0;3992;76129;;;due;11106;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;51129;;;
19696;05/02/2021;28/02/2021;68556;0;0;3992;72548;;;due;11107;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;47548;;;
19697;05/02/2021;28/02/2021;100847;0;0;3992;104839;;;due;11108;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;79839;;;
19698;05/02/2021;28/02/2021;84341;0;0;3992;88333;;;due;11109;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;63333;;;
19699;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;11110;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20161;;;
19700;05/02/2021;28/02/2021;175508;0;0;3992;179500;;;due;11111;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;124500;;;
19701;05/02/2021;28/02/2021;50040;0;0;3992;54032;;;due;11112;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29032;;;
19702;05/02/2021;28/02/2021;102675;0;0;3992;106667;;;due;11113;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;81667;;;
19703;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11114;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19704;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11115;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19705;05/02/2021;28/02/2021;85821;0;0;3992;89813;;;due;11116;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;64813;;;
19706;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11117;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19707;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11118;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19708;05/02/2021;28/02/2021;42943;0;0;3992;46935;;;due;11119;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;21935;;;
19709;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11120;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19710;05/02/2021;28/02/2021;91814;0;0;3992;95806;;;due;11121;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;50806;;;
19711;05/02/2021;28/02/2021;88750;0;0;3992;92742;;;due;11122;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;67742;;;
19712;05/02/2021;28/02/2021;38508;0;0;3992;42500;;;due;11123;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;17500;;;
19713;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;11124;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-21552;;;
19714;05/02/2021;28/02/2021;43589;0;0;3992;47581;;;due;11125;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22581;;;
19715;05/02/2021;28/02/2021;55685;0;0;3992;59677;;;due;11126;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;34677;;;
19716;05/02/2021;28/02/2021;-12903;0;0;0;-12903;Cash;;paid;11127;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-37903;;;
19717;05/02/2021;28/02/2021;52675;0;0;3992;56667;;;due;11128;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;31667;;;
19718;05/02/2021;28/02/2021;64395;0;0;3992;68387;;;due;11129;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;43387;;;
19719;05/02/2021;28/02/2021;99073;0;0;3992;103065;;;due;11130;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;58065;;;
19720;05/02/2021;28/02/2021;43508;0;0;3992;47500;;;due;11131;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22500;;;
19721;05/02/2021;28/02/2021;69234;0;0;3992;73226;;;due;11132;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;18226;;;
19722;05/02/2021;28/02/2021;71926;0;0;3992;75918;;;due;11133;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50918;;;
19723;05/02/2021;28/02/2021;-30000;0;0;0;-30000;Cash;;paid;11134;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-55000;;;
19724;05/02/2021;28/02/2021;66169;0;0;3992;70161;;;due;11135;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45161;;;
19725;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11136;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
19726;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11137;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19727;05/02/2021;28/02/2021;40175;0;0;3992;44167;;;due;11138;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;19167;;;
19728;05/02/2021;28/02/2021;50700;0;0;3992;54692;;;due;11139;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29692;;;
19729;05/02/2021;28/02/2021;70705;0;0;3992;74697;;;due;11140;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49697;;;
19730;05/02/2021;28/02/2021;38750;0;0;3992;42742;;;due;11141;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;17742;;;
19731;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11142;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19732;05/02/2021;28/02/2021;62905;0;0;3992;66897;;;due;11143;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;41897;;;
19733;05/02/2021;28/02/2021;94653;0;0;3992;98645;;;due;11144;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;73645;;;
19734;05/02/2021;28/02/2021;70175;0;0;3992;74167;;;due;11145;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49167;;;
19735;05/02/2021;28/02/2021;72298;0;0;3992;76290;;;due;11146;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;31290;;;
19736;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11147;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19737;05/02/2021;28/02/2021;99571;0;0;3992;103563;;;due;11148;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;78563;;;
19738;05/02/2021;28/02/2021;59718;0;0;3992;63710;;;due;11149;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38710;;;
19739;05/02/2021;28/02/2021;49234;0;0;3992;53226;;;due;11150;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;28226;;;
19740;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11151;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19741;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11152;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19742;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11153;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19743;05/02/2021;28/02/2021;2000;0;0;0;2000;;;due;11154;8;;2;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;-78000;;;
19744;05/02/2021;28/02/2021;41841;0;0;3992;45833;;;due;11155;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20833;;;
19745;05/02/2021;28/02/2021;21425;0;0;0;21425;;;due;11156;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-3575;;;
19746;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11157;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19747;05/02/2021;28/02/2021;69395;0;0;3992;73387;;;due;11158;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;48387;;;
19748;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11159;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19749;05/02/2021;28/02/2021;99960;0;0;3992;103952;;;due;11160;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;78952;;;
19750;05/02/2021;28/02/2021;63508;0;0;3992;67500;;;due;11161;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;42500;;;
19751;05/02/2021;28/02/2021;17742;0;0;0;17742;;;due;11162;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-7258;;;
19752;05/02/2021;28/02/2021;56953;0;0;3992;60945;;;due;11163;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;35945;;;
19753;05/02/2021;28/02/2021;82997;0;0;3992;86989;;;due;11164;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;61989;;;
19754;05/02/2021;28/02/2021;62782;0;0;3992;66774;;;due;11165;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;41774;;;
19755;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11166;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19756;05/02/2021;28/02/2021;37137;0;0;3992;41129;;;due;11167;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;16129;;;
19757;05/02/2021;28/02/2021;72003;0;0;3992;75995;;;due;11168;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50995;;;
19758;05/02/2021;28/02/2021;61868;0;0;3992;65860;;;due;11169;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;40860;;;
19759;05/02/2021;28/02/2021;37911;0;0;3992;41903;;;due;11170;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;16903;;;
19760;05/02/2021;28/02/2021;139718;0;0;3992;143710;;;due;11171;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;88710;;;
19761;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11172;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19762;05/02/2021;28/02/2021;67675;0;0;3992;71667;;;due;11173;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;46667;;;
19763;05/02/2021;28/02/2021;67675;0;0;3992;71667;;;due;11174;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;46667;;;
19764;05/02/2021;28/02/2021;128750;0;0;3992;132742;;;due;11175;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;87742;;;
19765;05/02/2021;28/02/2021;100847;0;0;3992;104839;;;due;11176;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;79839;;;
19766;05/02/2021;28/02/2021;46976;0;0;3992;50968;;;due;11177;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25968;;;
19767;05/02/2021;28/02/2021;65981;0;0;3992;69973;;;due;11178;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;44973;;;
19768;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11179;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19769;05/02/2021;28/02/2021;68535;0;0;3992;72527;;;due;11180;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;47527;;;
19770;05/02/2021;28/02/2021;175508;0;0;3992;179500;;;due;11181;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;124500;;;
19771;05/02/2021;28/02/2021;91169;0;0;3992;95161;;;due;11182;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;70161;;;
19772;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11183;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19773;05/02/2021;28/02/2021;105202;0;0;3992;109194;;;due;11184;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;84194;;;
19774;05/02/2021;28/02/2021;55282;0;0;3992;59274;;;due;11185;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;34274;;;
19775;05/02/2021;28/02/2021;41935;0;0;0;41935;;;due;11186;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-13065;;;
19776;05/02/2021;28/02/2021;43508;0;0;3992;47500;;;due;11187;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22500;;;
19777;05/02/2021;28/02/2021;88008;0;0;3992;92000;;;due;11188;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;37000;;;
19778;05/02/2021;28/02/2021;-8871;0;0;0;-8871;Cash;;paid;11189;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-63871;;;
19779;05/02/2021;28/02/2021;70202;0;0;3992;74194;;;due;11190;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49194;;;
19780;05/02/2021;28/02/2021;79073;0;0;3992;83065;;;due;11191;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;58065;;;
19781;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11192;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19782;05/02/2021;28/02/2021;121788;0;0;3992;125780;;;due;11193;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;100780;;;
19783;05/02/2021;28/02/2021;104008;0;0;3992;108000;;;due;11194;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;83000;;;
19784;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11195;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19785;05/02/2021;28/02/2021;69395;0;0;3992;73387;;;due;11196;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;48387;;;
19786;05/02/2021;28/02/2021;85430;0;0;3992;89422;;;due;11197;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;44422;;;
19787;05/02/2021;28/02/2021;22070;0;0;0;22070;;;due;11198;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-2930;;;
19788;05/02/2021;28/02/2021;87003;0;0;3992;90995;;;due;11199;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;65995;;;
19789;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11200;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
19790;05/02/2021;28/02/2021;104879;0;0;3992;108871;;;due;11201;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;83871;;;
19791;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11202;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19792;05/02/2021;28/02/2021;75175;0;0;3992;79167;;;due;11203;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;54167;;;
19793;05/02/2021;28/02/2021;63508;0;0;3992;67500;;;due;11204;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;42500;;;
19794;05/02/2021;28/02/2021;-5795;0;0;0;-5795;Cash;;paid;11205;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-30795;;;
19795;05/02/2021;28/02/2021;113105;0;0;3992;117097;;;due;11206;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;62097;;;
19796;05/02/2021;28/02/2021;66976;0;0;3992;70968;;;due;11207;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45968;;;
19797;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11208;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19798;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11209;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19799;05/02/2021;28/02/2021;62008;0;0;3992;66000;;;due;11210;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;41000;;;
19800;05/02/2021;28/02/2021;65175;0;0;3992;69167;;;due;11211;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;44167;;;
19801;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11212;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
19802;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11213;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19803;05/02/2021;28/02/2021;833;0;0;0;833;;;due;11214;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-24167;;;
19804;05/02/2021;28/02/2021;44395;0;0;3992;48387;;;due;11215;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23387;;;
19805;05/02/2021;28/02/2021;68589;0;0;3992;72581;;;due;11216;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;47581;;;
19806;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11217;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19807;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11218;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
